paper_id,label
2898072074,10
2898132662,25
2898201669,4
2898258448,13
2898350943,24
2898387785,16
2898419822,4
2899017552,25
2900240996,34
2900531094,16
2900579567,16
2900842112,16
2900949092,24
2901174038,24
2901469772,16
2901574935,18
2901607659,24
2901739041,30
2901779532,24
2901978819,4
2902240649,24
2902296270,16
2902497586,30
2902557666,4
2902749952,16
2903004694,16
2903056976,24
2903200123,16
2903250286,28
2903805326,27
2904103890,26
2904145923,24
2905153101,24
2905487937,5
2906947607,24
2906959110,33
2907366400,16
2907886055,30
2908544974,28
2908729273,16
2909002451,28
2909735162,27
2910138965,16
2910326436,25
2910342249,30
2910869157,9
2911358086,39
2911481909,27
2911543874,8
2911610870,28
2911787152,24
2911965419,31
2912004605,24
2912030092,24
2912223035,28
2912477994,16
2913058692,26
2913079660,19
2913547314,5
2913624634,24
2913687563,24
2913789312,20
2914104942,16
2914233300,16
2914312101,16
2914681686,13
2914765585,34
2914808443,24
2914898847,16
2914949667,16
2915918561,16
2916562010,16
2916826721,24
2917138319,16
2918130758,28
2918696414,18
2920063196,24
2920431256,24
2920741755,16
2920887644,16
2921304802,30
2921918986,19
2921979992,26
2922115235,4
2922249902,28
2922344980,19
2922422516,19
2922717338,16
2922874720,24
2923908626,27
2924032504,6
2924116063,24
2925348613,16
2926841917,4
2928530452,16
2928817239,28
2929095093,5
2930003153,16
2930382063,28
2932480350,16
2933655602,30
2933714206,16
2934806712,16
2935117511,22
2936295285,30
2936520980,16
2936883713,16
2936899590,4
2938696877,24
2938927628,2
2939522634,30
2940183409,16
2941026327,16
2941665138,28
2941859709,24
2942047809,30
2942135187,24
2942637361,16
2942669846,24
2942775600,24
2943913916,16
2944151897,16
2944460305,34
2944855023,16
2944983703,16
2945051179,3
2945083850,30
2945584410,24
2945603434,5
2945692665,39
2946019926,30
2946044191,24
2946173551,34
2946356375,4
2946555364,13
2946584487,24
2946869570,30
2947091137,24
2947219669,38
2947221669,24
2947224127,16
2947461788,24
2947477827,24
2947715232,24
2947756088,24
2948069823,24
2948281243,27
2948743095,24
2948793189,16
2948930516,24
2948954099,16
2948957650,3
2949067336,38
2949089332,30
2949134419,16
2949188824,16
2949194344,26
2949196298,34
2949207020,34
2949225654,28
2949233314,30
2949238931,28
2949267240,28
2949268354,27
2949285477,7
2949286181,10
2949318474,5
2949321893,5
2949324607,20
2949342675,5
2949346849,16
2949375452,10
2949403782,5
2949419978,28
2949429487,26
2949435980,38
2949439788,24
2949441331,30
2949461269,30
2949482052,24
2949487521,5
2949510923,24
2949521215,24
2949527639,7
2949535701,16
2949535778,10
2949560367,14
2949561737,28
2949577591,10
2949604932,10
2949626996,24
2949717756,10
2949737549,30
2949758157,10
2949764951,10
2949811668,4
2949817159,27
2949835687,9
2949835790,28
2949837236,16
2949837559,9
2949859406,34
2949896890,16
2949916381,9
2949987032,16
2950002111,19
2950013303,24
2950047432,34
2950050258,31
2950064107,28
2950070519,3
2950074070,39
2950104062,10
2950108450,16
2950117535,23
2950125130,24
2950134120,21
2950136222,31
2950143318,34
2950148443,29
2950155282,34
2950173087,31
2950203496,28
2950222175,2
2950254397,33
2950256663,26
2950257502,23
2950269186,2
2950280607,30
2950298633,3
2950301741,24
2950339685,16
2950354234,20
2950389708,28
2950394205,28
2950428405,28
2950428556,36
2950430068,8
2950430166,9
2950444534,28
2950468997,10
2950488612,26
2950502662,34
2950503198,28
2950568883,28
2950573208,4
2950594207,6
2950595392,30
2950606260,34
2950615092,19
2950657833,26
2950662148,24
2950669596,24
2950681068,24
2950681618,2
2950686074,31
2950700332,30
2950707459,2
2950752366,16
2950761086,2
2950778660,19
2950820003,34
2950844289,16
2950860667,28
2950870926,9
2950881657,10
2950894949,2
2950925841,2
2950937143,28
2950938369,34
2950945448,16
2951011721,38
2951017344,26
2951036212,20
2951102062,34
2951109409,16
2951135732,24
2951137892,28
2951152776,28
2951153814,30
2951170705,9
2951171871,39
2951191840,9
2951198865,30
2951208224,37
2951210992,23
2951233667,30
2951246108,19
2951268556,28
2951293704,5
2951305674,24
2951312444,16
2951313160,16
2951394629,28
2951399333,5
2951448623,3
2951463487,28
2951478721,24
2951543836,16
2951571372,36
2951595588,16
2951606661,16
2951608625,28
2951614565,34
2951614944,28
2951615571,28
2951616867,16
2951635495,24
2951635536,34
2951636664,20
2951653434,28
2951655313,24
2951657789,31
2951673776,10
2951683535,5
2951697703,16
2951728940,24
2951754036,36
2951823902,39
2951837690,16
2951847226,39
2951854335,3
2951861003,28
2951867283,20
2951884125,28
2951910662,30
2951936753,24
2951948694,24
2951995763,13
2951995821,2
2951996776,28
2952016354,4
2952023274,24
2952044050,16
2952047331,28
2952061210,28
2952073905,27
2952093099,6
2952102303,27
2952119352,28
2952155636,34
2952164974,26
2952169544,2
2952171514,39
2952213558,30
2952219087,6
2952229801,9
2952236815,30
2952260046,19
2952261460,4
2952267668,8
2952277155,24
2952288288,34
2952314184,1
2952334673,28
2952337064,10
2952337635,37
2952342445,18
2952353761,8
2952362509,34
2952364877,10
2952400500,39
2952409738,19
2952425406,34
2952427240,26
2952444995,9
2952448496,7
2952491657,24
2952508421,24
2952511142,4
2952514460,10
2952517855,10
2952518427,8
2952519012,37
2952580453,11
2952585167,10
2952616576,34
2952654690,4
2952692934,28
2952696969,28
2952708901,34
2952729914,34
2952752365,22
2952792115,26
2952804803,10
2952806353,8
2952820602,16
2952822893,27
2952828509,28
2952874200,32
2952885288,16
2952888378,16
2952904874,34
2952919679,36
2952965520,5
2952968410,20
2952971154,36
2952981920,38
2952992996,30
2952993565,37
2952997128,39
2953015226,2
2953017294,16
2953024585,28
2953040449,16
2953065078,2
2953072744,16
2953077812,16
2953080524,8
2953080702,30
2953092313,2
2953100718,10
2953101404,34
2953117613,28
2953144064,23
2953157774,31
2953159499,2
2953164751,28
2953167419,9
2953167779,19
2953182835,27
2953185150,39
2953188310,16
2953234528,9
2953243231,28
2953248217,4
2953251011,26
2953263167,30
2953266794,23
2953288157,33
2953295821,39
2953300238,2
2953301105,34
2953321413,8
2953344930,28
2953391732,10
2953392161,16
2953634354,28
2953793718,24
2953804391,2
2954053207,31
2954594726,16
2954744211,24
2954884125,16
2955512971,11
2955819861,27
2955883395,10
2955914515,16
2958127121,30
2958373708,24
2958670508,30
2958885478,16
2959209404,27
2959816846,34
2960282122,4
2961036874,16
2961075442,23
2961524200,36
2961655545,16
2962863905,28
2962874844,5
2963052105,24
2963155310,7
2963243612,8
2963262919,28
2963479217,28
2963482016,24
2964103096,37
2964156559,24
2964566605,24
2964693852,2
2964703418,30
2964750054,34
2964855005,24
2964870467,24
2965200717,16
2965386677,16
2965428307,9
2965468758,5
2965485015,24
2965840041,23
2965853874,16
2966084819,16
2966367171,24
2966479429,30
2966564913,31
2966638278,16
2967405323,33
2968233966,5
2968543045,16
2969056421,16
2969070773,8
2969329284,24
2969409408,4
2969463522,16
2969520366,24
2969525168,28
2969705302,10
2970073346,2
2970342098,16
2971549983,30
2972280210,24
2972282440,16
2972332787,16
2972366126,36
2972391026,16
2972408992,20
2972829925,16
2972884859,24
2972902019,24
2973155974,27
2973930634,4
2974679749,24
2974684257,11
2975242295,9
2975672703,16
2975826799,6
2976194415,4
2976281527,16
2976466812,16
2976964214,16
2977122666,16
2978212076,10
2978843034,24
2979287175,10
2979314664,30
2979386607,10
2979426349,16
2979427124,30
2979483737,8
2979639576,28
2979645311,24
2979696030,34
2980149749,34
2980154309,6
2980321109,24
2980341701,5
2980422430,24
2980599494,24
2981049690,24
2981352723,30
2981489861,2
2981547806,16
2981930619,2
2981936562,24
2982062754,4
2982084977,6
2982150752,34
2982400109,16
2982501339,34
2982541662,24
2982666195,30
2983100209,27
2983716911,16
2983779407,16
2984184565,8
2984477118,22
2984514542,24
2984765139,39
2985076077,10
2985581477,30
2985768166,24
2986070883,26
2986185262,24
2986193832,24
2986386656,24
2986546511,30
2986736937,24
2987414108,36
2988115836,24
2988841832,30
2989610201,24
2989782618,16
2989907986,16
2989927651,24
2990051169,30
2990109014,11
2990176560,34
2990486178,28
2990505274,27
2990647144,16
2990827137,16
2991003614,38
2991104753,16
2991227784,24
2991541751,16
2991815002,18
2992737371,16
2993008448,24
2993281564,16
2993749257,16
2993897137,5
2994699253,28
2994926185,24
2994942502,34
2995098333,16
2995137126,31
2995197009,27
2995254270,16
2995297220,23
2995323052,16
2995591407,16
2995883407,16
2995912970,24
2996117162,24
2996441973,16
2996569511,24
2996610304,24
2996669418,16
2996764914,24
2997461898,25
2997507969,39
2997842638,8
2997877901,30
2998911234,24
2999202099,5
2999314132,2
2999348373,9
2999361872,28
2999368973,16
2999772350,7
2999879290,27
2999951053,28
2999953609,31
3000658051,28
3000840023,30
3001634048,4
3001904144,11
3002181530,34
3003498882,16
3003587002,30
3004194992,28
3004355950,16
3004513934,28
3004567884,15
3004580762,24
3004634366,4
3004815632,27
3004903382,24
3005077188,4
3005251621,16
3005701902,10
3005704921,28
3005705715,25
3005818102,24
3005947094,36
3005974022,11
3005978990,16
3006021161,16
3006091301,9
3006207249,2
3006416385,16
3006437160,15
3006526404,28
3006610127,24
3006668148,4
3006716581,36
3006809231,5
3006865171,29
3007727054,27
3007925736,16
3008246719,24
3008559440,24
3008637786,10
3008752511,34
3008900438,24
3009453940,34
3009761736,30
3010349053,16
3010526057,16
3011063025,34
3011201405,30
3011366956,30
3011810856,16
3011817866,24
3011864725,37
3011895014,24
3011967731,16
3012121305,16
3012270600,20
32061459,7
167545374,26
180788212,16
182869335,10
298776601,28
299384210,24
659510205,24
954769752,21
1417851158,22
1426280032,28
1431847566,16
1438456515,16
1482674265,36
1489119327,31
1490778985,25
1493746248,26
1494824878,2
1499962096,28
1514072437,7
1515884010,24
1517955368,10
1519399059,28
1522301498,24
1524246141,26
1524628891,28
1531182400,30
1532158658,36
1533844679,26
1538616452,30
1538922235,9
1539019425,28
1540514005,28
1543096983,20
1543964754,9
1545055453,36
1545560108,24
1551000922,5
1559665635,3
1563122285,26
1569410382,8
1571090946,8
1574837706,23
1584512166,34
1585369105,28
1586946212,13
1589178604,24
1589605696,4
1591685808,7
1593454532,24
1596750860,28
1600737405,26
1605881875,19
1619552178,8
1629589551,28
1633409340,28
1634042229,24
1634236444,23
1646440264,34
1647101960,5
1653269790,28
1670403172,33
1671483240,28
1672154140,24
1680131414,4
1682924557,28
1692916234,10
1695065985,13
1697536320,34
1704505585,39
1734012170,3
1746953810,37
1750165282,28
1758014923,30
1768815108,2
1771868960,24
1774699944,39
1778672286,2
1795078732,23
1798941275,28
1798948293,30
1802872314,34
1807213485,24
1809867050,11
1819741873,3
1824573110,19
1826013816,10
1830652894,10
1833341480,34
1838260305,24
1858643889,31
1859156831,21
1860364451,26
1873283963,8
1884238496,16
1885702978,14
1888192055,16
1893974392,8
1895952509,4
1901341728,16
1909901432,28
1916203478,39
1928926357,16
1934037738,5
1934098077,28
1938404716,28
1940437058,16
1943915605,28
1947727767,16
1953658749,17
1956895080,28
1963966140,33
1965190778,5
1970015931,28
1973454421,28
1981362384,37
1981984017,7
1984368637,19
1988014332,16
1989598697,28
1993452022,28
1993639968,10
2004954545,23
2007334542,22
2007563360,8
2011481908,28
2015713866,19
2017007913,28
2019798803,38
2019925172,8
2020113390,23
2027063437,28
2027888011,7
2030339236,28
2032788775,28
2038294643,28
2041616144,28
2041931248,5
2042789015,34
2044714347,26
2050400596,22
2053272556,28
2058236954,33
2061261181,10
2062014945,31
2064133004,28
2069825906,29
2071186128,28
2073782198,11
2078780937,28
2082384877,33
2084299172,3
2084541424,24
2084573380,36
2088017986,13
2089728649,2
2091293074,26
2095196272,38
2097316225,28
2103629504,6
2104219297,4
2104577679,14
2104793053,24
2110697981,19
2110903336,7
2111992350,26
2114250422,2
2114668207,9
2117790943,8
2119676644,8
2122246224,18
2125087461,28
2125879217,10
2126659725,39
2128289553,13
2128626931,9
2130187411,16
2134093533,8
2135176851,13
2138997891,36
2142587298,4
2144244418,5
2144918607,28
2146221397,10
2146985636,8
2147346057,9
2148016088,8
2149028921,28
2149710847,28
2151536927,28
2155854826,10
2162851466,4
2163683892,10
2163757121,8
2163957764,30
2164688768,16
2164746840,34
2164797453,13
2166021179,8
2167879950,10
2170919753,28
2171949331,28
2179423374,24
2181936228,16
2208707880,28
2211664807,28
2211992430,16
2213997110,10
2215920531,28
2218607027,9
2238394037,28
2240856882,24
2242384890,16
2246520897,4
2255217548,4
2255659056,28
2260030446,4
2263754408,24
2264079072,10
2264834181,10
2269140243,5
2269652279,30
2270012844,4
2271461379,34
2271700724,26
2272336599,27
2275796373,10
2276222770,8
2281121510,24
2281514722,37
2281684621,26
2281989267,38
2284273862,5
2285326487,9
2287243135,24
2290523257,30
2291394520,2
2291891298,22
2292633562,30
2293150831,33
2293258084,34
2293832930,9
2294612767,24
2295880350,26
2297319908,4
2298094823,16
2305657994,29
2309596084,15
2314708322,28
2323336632,10
2333611780,30
2336641951,28
2337195104,8
2338276926,39
2339415939,37
2341978028,30
2345122596,9
2345390684,13
2347114283,30
2376105519,28
2395821928,20
2397471824,7
2398167949,36
2398898231,16
2403161956,16
2405385330,7
2407021117,9
2408619804,28
2409880196,3
2410503294,30
2414540177,28
2422101940,33
2432142698,4
2439973210,24
2464549268,5
2470236538,37
2474855881,30
2476749328,23
2481342515,28
2481778652,28
2483051661,5
2485646013,26
2488332032,8
2494649457,28
2494956436,31
2497151817,37
2500626187,9
2507966505,5
2508541878,16
2511794618,30
2513135763,30
2513326255,16
2513408648,28
2514299414,38
2516932417,30
2517312222,4
2517418812,8
2517961592,28
2518077721,27
2519746834,28
2519798587,29
2521347458,16
2524011860,30
2525160011,24
2527762393,25
2528484220,33
2530221730,10
2531340076,16
2534345173,34
2539825765,28
2545138514,16
2552644168,24
2553125262,35
2553405800,36
2556660792,24
2556882396,16
2557152923,21
2558722810,15
2559110712,10
2560670256,27
2561134042,24
2563036668,8
2564435712,4
2566433066,16
2566689671,16
2567346680,5
2567974663,34
2570260552,1
2571703840,6
2575480513,30
2577731433,6
2579094747,24
2580172391,28
2580677403,19
2581579081,36
2582255257,8
2582466356,28
2582502747,25
2582794520,16
2583357717,0
2583661442,19
2584769872,24
2585766042,28
2586746505,6
2588823544,36
2590487735,8
2592603923,28
2593005972,4
2594441185,24
2594485970,34
2601370232,22
2601675742,28
2601741393,28
2604526796,16
2604807246,27
2605072144,31
2606107937,28
2606441798,23
2606901905,3
2606952915,34
2608110195,30
2608208138,24
2608256074,34
2610887098,28
2611292810,16
2611350544,19
2612361954,13
2612382297,28
2613492636,34
2614024025,25
2615279401,28
2616395932,26
2617215970,10
2617291459,34
2618419749,34
2619472025,28
2620124033,34
2623085795,27
2625623302,19
2629902153,16
2671081590,30
2686396252,20
2728656723,30
2729066167,34
2731037667,33
2733084770,33
2736019621,25
2736191430,16
2736303417,27
2736909488,3
2737357585,16
2737894857,27
2738493602,16
2739131792,34
2739458590,16
2739784159,28
2740070298,10
2740686661,13
2740752445,16
2741711109,34
2741767295,10
2742850581,26
2743675474,28
2744613887,8
2744641177,16
2745263186,10
2746068898,25
2746425355,27
2747622561,24
2747768235,16
2748624060,16
2750699642,24
2750926321,28
2751390300,16
2751489730,16
2751669761,16
2751846701,15
2753568442,7
2753840555,4
2754256031,16
2754878989,22
2755278809,24
2755521545,28
2756465743,10
2757789407,10
2759134725,16
2759512615,16
2760177518,33
2760356198,4
2761994536,29
2762145923,28
2762481393,24
2762941244,24
2762983952,36
2763175323,38
2763355822,34
2763743667,8
2763783057,26
2765122094,30
2765918311,16
2765957269,26
2766133650,13
2766375156,4
2766427402,26
2766465839,25
2766575328,8
2766903722,24
2767049165,8
2767052532,25
2767153409,24
2767244032,34
2769042349,16
2769062082,8
2769169032,24
2769220872,16
2769242856,16
2769381239,10
2769943877,34
2770216739,34
2770875074,16
2771010312,24
2771098373,24
2772742216,28
2772890845,2
2773066424,16
2775191568,39
2776836103,22
2778539913,16
2780265115,30
2780469592,30
2780919251,24
2781588423,16
2781620681,24
2782151988,30
2782302810,30
2782499457,31
2782815435,28
2783320215,28
2783441397,28
2783808332,4
2783873922,16
2784015345,16
2784198544,33
2784226711,28
2784283079,28
2784761289,28
2785012040,8
2785350307,30
2785456199,10
2785493606,28
2785868298,5
2785964637,2
2786010684,16
2786111591,16
2786958260,36
2786962850,9
2787132063,24
2787156640,24
2787292620,16
2787542756,34
2787684247,24
2787932506,34
2788128810,27
2788194436,4
2788427975,18
2788471573,8
2788512147,24
2788537278,27
2788686929,28
2788714110,24
2789078060,20
2790144705,16
2790433938,28
2790695487,16
2790697880,24
2790925373,28
2791666116,10
2791736451,5
2791788561,28
2791803308,10
2792884541,36
2793174271,38
2793218794,16
2793334135,22
2793350933,26
2793902442,28
2793975030,18
2794616326,27
2794847559,27
2795119759,8
2795362370,13
2795386130,24
2795466116,34
2795493431,30
2795574923,16
2795583760,27
2796612419,30
2797457699,5
2797488090,16
2797566041,34
2797902219,16
2798397965,30
2798463354,30
2798627539,26
2798663460,34
2798724621,16
2799184803,24
2799251159,28
2799731648,27
2800332700,31
2800560626,5
2800868998,2
2801213160,30
2801884906,36
2802133849,34
2803417462,10
2803484693,16
2803573348,24
2803625257,13
2804133426,8
2804230133,16
2804371217,22
2804450076,4
2804687349,2
2804714352,30
2804981871,16
2807100333,16
2807455131,16
2808080405,3
2808513223,8
2809618723,23
2809683060,5
2809824610,24
2810033989,16
2810299503,9
2810871749,25
2811033754,10
2811429042,30
2811483840,1
2811503633,27
2845210056,13
2858362441,28
2865062969,16
2869726119,24
2883031854,16
2883193629,10
2883412206,16
2883702501,5
2884019276,4
2884428394,24
2884588043,16
2884804062,23
2885586371,30
2885692839,37
2885710515,30
2886463271,24
2886781340,6
2887227661,24
2887278341,8
2887330082,10
2887558369,30
2887769041,23
2888540803,31
2888958984,30
2889801262,23
2889837643,2
2889901011,16
2890015945,31
2890022946,16
2890276152,37
2890334221,28
2890375136,24
2892209760,11
2892276424,24
2894282670,16
2894666394,31
2894852892,16
2895175642,36
2895266646,34
2895819566,30
2895951501,24
2895978147,34
2896474523,16
2896763229,4
2896921068,24
2897126731,24
2897317743,18
2897676937,16
2898073613,16
2898095916,24
2898586081,19
2898684159,30
2898734514,24
2898757087,24
2898861608,16
2899229958,8
2900042804,10
2900641835,2
2900859886,16
2901077311,16
2901143224,22
2901277930,10
2901590277,4
2901634743,34
2901779159,16
2902274452,3
2902545035,16
2902906275,34
2903003865,31
2903021817,10
2903069547,4
2903199940,16
2903353615,16
2903456962,24
2903592137,30
2903699999,16
2904219393,16
2904394722,26
2904714355,16
2905306209,30
2906493541,8
2906616427,20
2906946247,16
2907220609,24
2907260076,16
2907809499,37
2907822478,30
2908766680,24
2908855967,5
